Epoch,RNN Train Loss,RNN Valid Loss
1,1.3864636222521465,1.3862981796264648
2,1.3862677936752636,1.3862823247909546
3,1.385810633500417,1.3846725225448608
4,1.3670895124475162,1.3106803894042969
5,1.1578861723343532,1.1014344692230225
6,1.0964316874742508,1.0864843130111694
7,1.092307907839616,1.0832445621490479
8,1.0899125710129738,1.0829659700393677
9,1.087725192308426,1.0957372188568115
10,1.085977738102277,1.0805927515029907
11,1.08305328587691,1.0563431978225708
12,1.0800753359993298,1.0770752429962158
13,1.0767849162220955,1.071380376815796
14,1.0724017297228177,1.0785534381866455
15,1.0657592838009198,1.0738160610198975
16,1.05582145601511,1.053043007850647
17,1.0433129742741585,1.036778211593628
18,1.0223450201253097,1.0067287683486938
19,0.9949062143762907,0.9791350364685059
20,0.958177330593268,0.9335787296295166
21,0.9152136916915575,0.9044119119644165
22,0.882272527863582,0.8706793189048767
23,0.8665710426867008,0.8685827851295471
24,0.8584443802634875,0.8506495356559753
25,0.8533849939703941,0.8448174595832825
26,0.849660558005174,0.8408512473106384
27,0.845487809429566,0.8475066423416138
28,0.8427536226809025,0.8520258665084839
29,0.8393025460342566,0.8347411155700684
30,0.836686585098505,0.8439257740974426
31,0.8334139510989189,0.833791971206665
32,0.8316095930834612,0.8338184356689453
33,0.8291335875789324,0.8238990306854248
34,0.8265863594909509,0.8187540173530579
35,0.8249533399939537,0.8259678483009338
36,0.8228655122220516,0.8198604583740234
37,0.8215529471635818,0.8232914805412292
38,0.8194583083192507,0.8085116147994995
39,0.8169149619837602,0.8197611570358276
40,0.8160202118257681,0.8196180462837219
41,0.8140366971492767,0.8144044280052185
42,0.8126158267259598,0.8177124261856079
43,0.8103821029265722,0.8094143271446228
44,0.8091554927329222,0.7932870388031006
45,0.8074391248325506,0.8210522532463074
46,0.8060924187302589,0.8026763200759888
47,0.804162704696258,0.8047605752944946
48,0.8031206627686819,0.8052941560745239
49,0.8020897830526034,0.8088718056678772
50,0.8003970322509607,0.7953868508338928
51,0.7988106744984785,0.8051996827125549
52,0.7974115672210852,0.7891806364059448
53,0.796802680939436,0.8088629245758057
54,0.7943667011956373,0.7905945777893066
55,0.7931604857246081,0.7922940254211426
56,0.7916049857934316,0.8020873069763184
57,0.7901373207569122,0.7810074687004089
58,0.7883348949253559,0.7848590016365051
59,0.7873262812693914,0.7863211035728455
60,0.7852842298646768,0.7990004420280457
61,0.7839642378191153,0.7771714925765991
62,0.7825645618140697,0.7775458693504333
63,0.7816571940978368,0.7702535390853882
64,0.7797185468177,0.7734456062316895
65,0.7780443194011847,0.7706330418586731
66,0.7767003352443377,0.7616371512413025
67,0.7766455623010794,0.7653946876525879
68,0.7749551087617874,0.7730823755264282
69,0.7738132054607073,0.7818170189857483
70,0.7734228211144606,0.780349850654602
71,0.7719499630232652,0.7696731686592102
72,0.7716660983860493,0.7620378732681274
73,0.7695890826483568,0.7680330276489258
74,0.7689389648536841,0.7638956308364868
75,0.7681950206557909,0.7733426094055176
76,0.7674413497249285,0.7546691298484802
77,0.7673201262950897,0.7671854496002197
78,0.7655812663336595,0.7719214558601379
79,0.7651733296612898,0.7517952919006348
80,0.7639893367886543,0.7666130065917969
81,0.7634234863022963,0.7623745203018188
82,0.7627480526765188,0.7498704195022583
83,0.7620242039362589,0.7625707387924194
84,0.760510458300511,0.765389084815979
85,0.7609308386842409,0.7608102560043335
86,0.7609827692310015,0.7550624012947083
87,0.7588100483020147,0.7520502209663391
88,0.7589626088738441,0.7466925978660583
89,0.7581900780399641,0.7455796003341675
90,0.7573037818074226,0.7617762684822083
91,0.7566569919387499,0.7532973885536194
92,0.7558931584159533,0.7517223358154297
93,0.7559394414226214,0.7600394487380981
94,0.7551540198425452,0.746483564376831
95,0.7546566091477871,0.7356284856796265
96,0.7539854422211647,0.7520055770874023
97,0.7531422140697638,0.7518901228904724
98,0.7529376124342283,0.7515692114830017
99,0.7517936701575915,0.7538696527481079
100,0.7517674453556538,0.7710325121879578
101,0.7506303526461124,0.7275967001914978
102,0.7500701025128365,0.7680215835571289
103,0.7496699405213197,0.7439686059951782
104,0.7492990357180437,0.7556611895561218
105,0.7477102056145668,0.7524215579032898
106,0.7473957054316998,0.7553387880325317
107,0.7462732928494612,0.7457392811775208
108,0.7456642140944799,0.7504048943519592
109,0.7446443388859431,0.7433839440345764
110,0.7433909326791763,0.7348941564559937
111,0.7420357378820578,0.7464243173599243
112,0.7400571008523306,0.7400614619255066
113,0.7386433742940426,0.7232314348220825
114,0.7353212609887123,0.7383617758750916
115,0.7317217128972212,0.7217003703117371
116,0.7267645088334879,0.7236928939819336
117,0.7206267081201077,0.7320597767829895
118,0.7128668539226055,0.7067598104476929
119,0.7040418870747089,0.6924138069152832
120,0.694722713281711,0.7173099517822266
121,0.6850381766756376,0.6855550408363342
122,0.6777494077881178,0.6913294792175293
123,0.670380499213934,0.6755829453468323
124,0.6658531998594602,0.6588809490203857
125,0.6596843972802162,0.6601048111915588
126,0.6562092440823714,0.6510721445083618
127,0.6521322702368101,0.6361788511276245
128,0.650098000963529,0.6350506544113159
129,0.6471101716160774,0.6573973298072815
130,0.644351831326882,0.636626124382019
131,0.6416892744600773,0.6285337209701538
132,0.6395263274510702,0.63534015417099
133,0.6377518996596336,0.6267350316047668
134,0.634964793920517,0.6319886445999146
135,0.634548426916202,0.6334563493728638
136,0.632508267958959,0.6247429847717285
137,0.6313292408982912,0.6305984854698181
138,0.6292925390104452,0.629603385925293
139,0.6271154023706913,0.6289197206497192
140,0.6260807241002718,0.6255362629890442
141,0.6230454184114933,0.6152673959732056
142,0.6212500731150309,0.6191943287849426
143,0.6202864311635494,0.6091396808624268
144,0.6178510375320911,0.6078311800956726
145,0.6158392342428366,0.6080654263496399
146,0.6144454541305701,0.6104850172996521
147,0.6119161322712898,0.6094450950622559
148,0.6099267639219761,0.602485179901123
149,0.6076456022759279,0.6210278272628784
150,0.6067787247399489,0.5926687717437744
151,0.6043505122264227,0.5915231704711914
152,0.6022369253138701,0.5977426767349243
153,0.6011127183834711,0.6135282516479492
154,0.5991133973002434,0.5986943244934082
155,0.5973276483515898,0.6031083464622498
156,0.5957104340195656,0.6022555232048035
157,0.5937769810358683,0.5992152094841003
158,0.5924588553607464,0.5931959748268127
159,0.591630332171917,0.5965473055839539
160,0.5905678744117419,0.5721126198768616
161,0.5887959947188696,0.575300931930542
162,0.5871290353437265,0.5789974927902222
163,0.5865672267973423,0.5823981761932373
164,0.5855670248468717,0.6091554760932922
165,0.5841132899125417,0.5947945713996887
166,0.582806167503198,0.5873098373413086
167,0.5817652456462383,0.5760931372642517
168,0.5801924703021845,0.5797173380851746
169,0.5795485811928908,0.5666881203651428
170,0.5791754225889841,0.5633810758590698
171,0.5776256782313188,0.5832017660140991
172,0.5772827391823133,0.5855154395103455
173,0.575287456313769,0.5734285712242126
174,0.5750443811217943,0.5783861875534058
175,0.5740123117963473,0.564834713935852
176,0.5730054564774036,0.587188720703125
177,0.5711147685845693,0.5638785362243652
178,0.5707716631392638,0.563625156879425
179,0.569678054501613,0.5723514556884766
180,0.5693875327706337,0.5735864639282227
181,0.5682668934265772,0.5765887498855591
182,0.5678987726569176,0.5690330862998962
183,0.567087276528279,0.5638186931610107
184,0.5663289365669092,0.5713021755218506
185,0.5661976262927055,0.5716068148612976
186,0.5653026886284351,0.5632582306861877
187,0.5647609084844589,0.5686392188072205
188,0.5645574914912382,0.557106614112854
189,0.5633747987449169,0.5434057116508484
190,0.563141830265522,0.5628246665000916
191,0.5612771573166052,0.5662730932235718
192,0.5622716757158438,0.5626521706581116
193,0.5601883977651596,0.5622230768203735
194,0.5605909116566181,0.5529181361198425
195,0.5605134703218937,0.5647797584533691
196,0.5584552163879076,0.5536327362060547
197,0.5585221201181412,0.5627197027206421
198,0.5594272327919801,0.5576602816581726
199,0.5587029494345188,0.5635055899620056
200,0.5563305343190829,0.56854647397995
201,0.5576489642262459,0.5450535416603088
202,0.557104175289472,0.5623669624328613
203,0.5565657404561838,0.5554614067077637
204,0.5552456577618917,0.5596895813941956
205,0.5557508592804273,0.5548003315925598
206,0.5550901827712854,0.5664469599723816
207,0.5545089282095432,0.5681909322738647
208,0.5539643640319506,0.5510018467903137
209,0.5545769135157267,0.5596441626548767
210,0.5529887638986111,0.5496014952659607
211,0.5533056159814199,0.5521670579910278
212,0.5530499617258707,0.553762674331665
213,0.5524116257826487,0.5346210598945618
214,0.5521540107826391,0.5776464343070984
215,0.5520587774614493,0.5475329756736755
216,0.5516502397755781,0.5416227579116821
217,0.5505854114890099,0.5518118739128113
218,0.5497550256550312,0.5484249591827393
219,0.5505530635515848,0.5489341616630554
220,0.5501482101778189,0.5449801087379456
221,0.5495286074777445,0.5345881581306458
222,0.549305833876133,0.5513737201690674
223,0.5493866528073946,0.5537165403366089
224,0.5489027040700117,0.5650836825370789
225,0.5483041517436504,0.5506743788719177
226,0.5478556839128336,0.540875256061554
227,0.5475925405820211,0.5430231690406799
228,0.5478269259134928,0.5521581768989563
229,0.5480220690369606,0.5505449175834656
230,0.5473740187784036,0.5430161356925964
231,0.5471068335076174,0.5372598767280579
232,0.546370804309845,0.5400525331497192
233,0.5447442941367626,0.5522386431694031
234,0.5459882331391176,0.5412613153457642
235,0.5463150056699911,0.5489257574081421
236,0.5458911918103695,0.5286018252372742
237,0.5451770263413588,0.5502415299415588
238,0.5460496383408705,0.5420406460762024
239,0.5448140787581602,0.5457920432090759
240,0.5450068861246109,0.5606019496917725
241,0.5447173342108727,0.5637605786323547
242,0.5443867531915506,0.5366356372833252
243,0.5434300862252712,0.5527578592300415
244,0.5439265556633472,0.547856330871582
245,0.5428933190802733,0.5392885208129883
246,0.5428388317426046,0.547126054763794
247,0.5437456294894218,0.5515925288200378
248,0.5424526917437712,0.547145426273346
249,0.5417538148661455,0.5315622687339783
250,0.5420697418351968,0.5347998738288879
251,0.5420871463914713,0.538497269153595
252,0.5413479072352251,0.541081428527832
253,0.5423908519248167,0.5353657007217407
254,0.5412576757371426,0.5372086763381958
255,0.5411411387224992,0.5536213517189026
256,0.5403626225888729,0.5461840629577637
257,0.5404954664409161,0.5414292812347412
258,0.5400828818480173,0.5366240739822388
259,0.5406334511935711,0.5300887823104858
260,0.540449570864439,0.5545294880867004
261,0.5398766423265139,0.5329686403274536
262,0.5399489477276802,0.5394870042800903
263,0.5399516311784586,0.5430076122283936
264,0.5388096508880457,0.544272780418396
265,0.5379158320526282,0.5305852890014648
266,0.5386291096607844,0.5432481169700623
267,0.5392702519893646,0.5592379570007324
268,0.5384366437792778,0.5468343496322632
269,0.5389924608170986,0.5183681845664978
270,0.538344219326973,0.5317412614822388
271,0.5377152947088083,0.5312308073043823
272,0.5378295158346494,0.5375728011131287
273,0.5379241667687893,0.5524266362190247
274,0.5382552867134412,0.5423409938812256
275,0.5375701387723287,0.5322466492652893
276,0.5374779403209686,0.5388592481613159
277,0.5375238123039404,0.5399800539016724
278,0.5374796899656454,0.5357667207717896
279,0.5364976711571217,0.5652099847793579
280,0.5363109869261583,0.5405058860778809
281,0.5366331003606319,0.5244781970977783
282,0.5358785527447859,0.534949541091919
283,0.5365213925639788,0.5463836193084717
284,0.5361204979320368,0.533668041229248
285,0.5357010699808598,0.5531790256500244
286,0.5351832720140616,0.5258676409721375
287,0.5351603887975216,0.5244044065475464
288,0.5358165353536606,0.5252309441566467
289,0.5356039131681124,0.5413944721221924
290,0.5353032226363817,0.5379384756088257
291,0.5349642398456732,0.5375239849090576
292,0.5345850971837839,0.5323076844215393
293,0.5351002464691798,0.521888792514801
294,0.5347312775750955,0.5382993221282959
295,0.5347134843468666,0.5350404381752014
296,0.5350909866392612,0.5455111861228943
297,0.5335902099808058,0.5180745124816895
298,0.5337243241568407,0.5256363749504089
299,0.5342753243943056,0.5620490908622742
300,0.5349945227305094,0.5418248772621155
301,0.5341908745467663,0.5421832799911499
302,0.5336339995265007,0.53666752576828
303,0.5339685790240765,0.5284222960472107
304,0.5337025138239065,0.5268133282661438
305,0.5343281204501787,0.5454245805740356
306,0.5329494575659434,0.5414185523986816
307,0.5334424537916979,0.540793240070343
308,0.5336759040753046,0.5493132472038269
309,0.5325895647207896,0.5359050035476685
310,0.5325693575044473,0.5225492119789124
311,0.5323180481791496,0.5167123675346375
312,0.5322824008762836,0.5370991826057434
313,0.5312016333142916,0.5335126519203186
314,0.5319899842143059,0.5110785961151123
315,0.5326628461480141,0.5237383246421814
316,0.5315974627931913,0.5306339859962463
317,0.530621682604154,0.5359477400779724
318,0.5314435039957365,0.5289661288261414
319,0.5314969544609388,0.5354201793670654
320,0.530582475165526,0.5332655906677246
321,0.531480842580398,0.5292349457740784
322,0.5309690795838833,0.5441799759864807
323,0.5310633095602194,0.5225639939308167
324,0.5304198836286863,0.5268055200576782
325,0.5310420133173466,0.5111287236213684
326,0.5316700066129366,0.5295902490615845
327,0.5305546348293623,0.5100826025009155
328,0.5312266188363234,0.533650815486908
329,0.5304755046963692,0.5272274017333984
330,0.53007808017234,0.5226085186004639
331,0.529707208275795,0.5354623794555664
332,0.5302138105034828,0.5357933640480042
333,0.5309932654102644,0.5334142446517944
334,0.5304118096828461,0.5083885788917542
335,0.5291234130660692,0.5229535698890686
336,0.5299336537718773,0.5247925519943237
337,0.5286848197380701,0.5250505805015564
338,0.5292206853628159,0.5288832783699036
339,0.5295359293619791,0.5361778140068054
340,0.529220949858427,0.5095625519752502
341,0.5292345297833284,0.5484931468963623
342,0.5293745510280132,0.5310980677604675
343,0.528734934826692,0.51271653175354
344,0.5293721506992976,0.5302464962005615
345,0.5289160025616487,0.5226566195487976
346,0.52945576608181,0.5206578373908997
347,0.528880468259255,0.5270963907241821
348,0.5280076041817665,0.5289575457572937
349,0.5280314696331819,0.5309136509895325
350,0.5278553279737631,0.5199232697486877
351,0.528263229255875,0.518971860408783
352,0.5281191617250443,0.5489897131919861
353,0.5272870088617007,0.534796416759491
354,0.5282386653125286,0.5308358669281006
355,0.5280268291632334,0.5196126699447632
356,0.5281355790793896,0.5071436762809753
357,0.5277030405898889,0.529472291469574
358,0.5275208738942941,0.5237724781036377
359,0.5280657211939493,0.5440870523452759
360,0.5270817875862122,0.5341195464134216
361,0.5265986534456412,0.5162919163703918
362,0.5274556229511896,0.5369560718536377
363,0.5270238692561785,0.5494786500930786
364,0.5268683408697447,0.5319246649742126
365,0.5262745122114817,0.543847382068634
366,0.5273602132995924,0.5457606315612793
367,0.5265906974673271,0.5353150963783264
368,0.5269010439515114,0.5233050584793091
369,0.5257448678215345,0.5285966396331787
370,0.5262349434196949,0.5433269739151001
371,0.5265511025985082,0.531008780002594
372,0.525992306570212,0.5254398584365845
373,0.526799184580644,0.5419042706489563
374,0.526157271116972,0.5252655744552612
375,0.526441420118014,0.5184712409973145
376,0.5259024165570736,0.5255520343780518
377,0.5264303156485161,0.5358967185020447
378,0.5253357129792372,0.5332705974578857
379,0.5260129409531752,0.5207518339157104
380,0.5257534744838873,0.5249130129814148
381,0.5258613862097263,0.5329440832138062
382,0.526057650645574,0.5339826345443726
383,0.5256594779590765,0.5079768300056458
384,0.5251450265447298,0.5289055109024048
385,0.5257283902416626,0.5150707364082336
386,0.5257619693875313,0.5289456844329834
387,0.5255738298098246,0.5193102359771729
388,0.5254296958446503,0.5470243096351624
389,0.5242496964832147,0.511513888835907
390,0.5247884963949522,0.508528470993042
391,0.5247422357400259,0.5247898101806641
392,0.5248267191151778,0.5255561470985413
393,0.5248443894088268,0.5259574055671692
394,0.5243386477231979,0.5143296718597412
395,0.5248722657561302,0.5315192341804504
396,0.5244938470423222,0.5264258980751038
397,0.5243161842226982,0.5124375820159912
398,0.5250377804040909,0.5280246138572693
399,0.5247544161975384,0.5138341188430786
400,0.5247291040917238,0.5188678503036499
